Date,Open,High,Low,Close,Adj Close,Volume
2020-10-13,29.785372,29.857700,30.143112,29.974230,29.974230,63593934
2020-10-14,29.982489,29.796261,30.182024,30.118544,30.118544,63516312
2020-10-15,30.110891,30.494993,30.374155,30.455950,30.455950,64876836
2020-10-16,30.475763,30.384975,30.602060,30.915417,30.915417,69998497
2020-10-17,30.915417,30.864933,30.962099,30.792786,30.792786,51864232
2020-10-18,30.787039,30.362093,30.771587,30.362093,30.362093,48341227
2020-10-19,30.392971,30.796474,30.464911,30.905334,30.905334,62802141
2020-10-20,30.915699,32.241600,30.779179,32.281612,32.281612,83751638
2020-10-21,32.272789,32.991524,32.270515,32.697647,32.697647,110698172
2020-10-22,32.641415,31.326580,32.350117,31.335760,31.335760,83934331
2020-10-23,31.349432,31.184200,31.637836,31.558298,31.558298,70710908
2020-10-24,31.558382,31.553236,31.573597,31.780386,31.780386,59502641
2020-10-25,31.780388,32.063236,31.805340,32.079281,32.079281,60083341
2020-10-26,32.079350,32.702721,33.375713,33.195316,33.195316,74796477
2020-10-27,33.195305,33.950405,33.228043,33.797817,33.797817,83539913
2020-10-28,33.797810,33.956093,33.865955,34.147072,34.147072,92286756
2020-10-29,34.147106,34.695305,33.948933,34.747444,34.747444,146095423
2020-10-30,34.747421,35.503994,34.858727,35.386143,35.386143,79884765
2020-10-31,35.386169,35.697121,35.162876,35.647541,35.647541,78394263
2020-11-01,35.647541,35.582481,35.383175,34.658321,34.658321,61696361
2020-11-02,34.658127,34.275806,34.744629,35.365395,35.365395,80310360
2020-11-03,35.365295,35.970627,35.225525,35.991287,35.991287,77063426
2020-11-04,35.991768,34.878498,35.850597,35.146061,35.146061,87323296
2020-11-05,35.146126,37.721519,35.069481,37.626366,37.626366,98670717
2020-11-06,37.626076,37.408295,34.754318,34.231846,34.231846,87609746
2020-11-07,34.231846,33.810726,33.585342,34.044773,34.044773,80385351
2020-11-08,34.044773,34.160137,33.984112,34.129433,34.129433,58718540
2020-11-09,34.129494,34.518536,34.069141,34.519566,34.519566,76884187
2020-11-10,34.519642,34.138390,34.203007,34.003994,34.003994,56873687
2020-11-11,34.004005,33.704281,33.972893,33.915073,33.915073,64308668
2020-11-12,33.914986,35.330219,34.139503,35.306198,35.306198,74133118
2020-11-13,35.306408,35.502232,34.293358,34.380322,34.380322,66577608
2020-11-14,34.380322,34.380322,34.767498,34.919361,34.919361,59723394
2020-11-15,34.919365,35.005810,35.840588,35.650238,35.650238,52850825
2020-11-16,35.650211,36.254971,35.630302,36.333542,36.333542,68525451
2020-11-17,36.267422,37.209229,35.932224,36.733704,36.733704,81203352
2020-11-18,36.733257,37.459160,37.221516,37.131588,37.131588,102328321
2020-11-19,37.131290,37.953159,37.300201,37.777653,37.777653,78419571
2020-11-20,37.777637,36.891422,37.641483,36.530678,36.530678,72571393
2020-11-21,36.530682,36.588303,36.316074,33.926636,33.926636,72158646
2020-11-22,33.926636,33.463749,34.099308,32.917133,32.917133,73970245
2020-11-23,32.917160,31.419697,32.651264,30.181608,30.181608,70245425
2020-11-24,30.183077,31.669827,29.872108,31.640232,31.640232,85228940
2020-11-25,31.635174,32.402695,33.198544,32.823830,32.823830,76592574
2020-11-26,32.819836,32.904903,33.650661,33.058182,33.058182,118343671
2020-11-27,33.064522,32.991905,33.056652,33.060116,33.060116,75143901
2020-11-28,33.068874,32.596764,33.280472,32.917938,32.917938,60570857
2020-11-29,32.922062,32.166519,32.998608,31.571392,31.571392,54074724
2020-11-30,31.572849,32.549831,31.572849,31.920101,31.920101,77627162
2020-12-01,31.933006,31.245604,31.862213,32.014683,32.014683,84508112
2020-12-02,32.012547,32.174358,31.683390,32.089939,32.089939,62484416
2020-12-03,32.098019,31.434023,32.096851,31.530926,31.530926,51775359
2020-12-04,31.533468,31.567392,32.752449,32.843819,32.843819,59492646
2020-12-05,32.841393,32.129025,32.862801,32.105896,32.105896,45663194
2020-12-06,32.105808,32.123356,32.336609,32.139610,32.139610,42022592
2020-12-07,32.136303,32.202576,32.337234,32.426876,32.426876,45445060
2020-12-08,32.426704,32.561539,32.923790,33.021320,33.021320,57120950
2020-12-09,33.020851,32.310585,33.097805,32.353252,32.353252,60020273
2020-12-10,32.352180,32.352180,32.589447,32.634792,32.634792,45646085
2020-12-11,32.632893,32.600307,32.722168,33.087196,33.087196,51153860
2020-12-12,33.073303,33.018970,33.063629,33.071999,33.071999,38258585
2020-12-13,33.077465,33.000851,33.110668,32.463245,32.463245,43161024
2020-12-14,32.466824,32.833214,32.631168,32.843479,32.843479,38350802
2020-12-15,32.843948,32.977779,32.860657,32.946281,32.946281,45374953
2020-12-16,32.949238,33.706486,33.020771,33.497650,33.497650,69805531
2020-12-17,33.494122,35.257721,32.996197,35.474045,35.474045,111031345
2020-12-18,35.476585,35.664654,35.217579,35.335278,35.335278,61678620
2020-12-19,35.327496,36.225941,35.223789,36.204926,36.204926,58376562
2020-12-20,36.192692,36.894764,36.004059,36.781502,36.781502,59289944
2020-12-21,36.957989,37.383720,36.837948,37.383720,37.383720,79468672
